RMS,Arabic_Description,English_Description,type,units,unit_type,FreqType,ImageUrl
100023031,Tovast 10 mg Tablet 30pcs,Tovast 10 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100023040,Tovast 20 mg Tablet 30pcs,Tovast 20 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100023058,Tovast 40 mg Tablet 30pcs,Tovast 40 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100023066,Lorvast 10 mg Tablet 30pcs,Lorvast 10 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100023357,Lorvast 20 mg Tablet 30pcs,Lorvast 20 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100023672,Coveram 5/5 mg Tablet 30pcs,Coveram 5/5 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100023681,Coveram 5/10 mg Tablet 30pcs,Coveram 5/10 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100023699,Coveram 10mg/5mg Tablet 30pcs,Coveram 10mg/5mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100023701,Coveram 10/10 mg Tablet 30pcs,Coveram 10/10 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100024042,Concor-Cor 2.5 mg Tablet 30pcs,Concor-Cor 2.5 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100024317,Mosegor 0.5 mg Tablet 30pcs,Mosegor 0.5 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100024819,Simvagen 10 mg Tablet 30pcs,Simvagen 10 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100024827,Simvagen 20 mg Tablet 30pcs,Simvagen 20 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100025432,Pantozol 40 mg Tablet 30pcs,Pantozol 40 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100026232,Toprazole 40 mg Tablet 30pcs,Toprazole 40 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100026283,Simva 10 mg Tablet 30pcs,Simva 10 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100027067,Simva 20 mg Tablet 30pcs,Simva 20 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100027075,Simva 40 mg Tablet 30pcs,Simva 40 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100027083,Astatin 10 mg Tablet 30pcs,Astatin 10 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100027091,Astatin 20 mg Tablet 30pcs,Astatin 20 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100027104,Astatin 40 mg Tablet 30pcs,Astatin 40 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100027391,Atorva 10 mg Tablet 30pcs,Atorva 10 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100027403,Atorva 20 mg Tablet 30pcs,Atorva 20 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100027411,Atorva 40 mg Tablet 30pcs,Atorva 40 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100028051,Avodart 0.5 mg Capsule 30pcs,Avodart 0.5 mg Capsule 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100029177,Vesicare 5 mg Tablet 30pcs,Vesicare 5 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100029185,Vesicare 10 mg Tablet 30pcs,Vesicare 10 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100029281,Daonil 5 mg Tablet 30pcs,Daonil 5 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100029337,Actos 15 mg Tablet 30pcs,Actos 15 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100029564,Xatral-XL 10 mg Tablet 30pcs,Xatral-XL 10 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100029601,Omnic-Ocas 0.4 mg Tablet 30pcs,Omnic-Ocas 0.4 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100029812,Glucobay 50 mg Tablet 30pcs,Glucobay 50 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100029855,Diamicron-Mr 30 mg Tablet 30pcs,Diamicron-Mr 30 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100029880,Glucovance 500/5 mg Tablet 30pcs,Glucovance 500/5 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100030805,Glim 1 mg Tablet 30pcs,Glim 1 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100030813,Glim 2 mg Tablet 30pcs,Glim 2 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100030821,Glim 3 mg Tablet 30pcs,Glim 3 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100031023,Glucophage 1000 mg Tablet 30pcs,Glucophage 1000 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100031306,Glucophage 850 mg Tablet 30pcs,Glucophage 850 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100031357,Amaryl 1 mg Tablet 30pcs,Amaryl 1 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100031365,Glucovance 500/2.5 mg Tablet 30pcs,Glucovance 500/2.5 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100032296,Glim 4 mg Tablet 30pcs,Glim 4 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100032501,Amaryl 2 mg Tablet 30pcs,Amaryl 2 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100032536,Amaryl 3 mg Tablet 30pcs,Amaryl 3 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100032763,Actos 30 mg Tablet 30pcs,Actos 30 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100033088,Primolut-N Tablet 30pcs,Primolut-N Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100033408,Parlodel 2.5 mg Tablet 30pcs,Parlodel 2.5 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100033580,Torvacol 10 mg Tablet 30pcs,Torvacol 10 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100033598,Torvacol 20 mg Tablet 30pcs,Torvacol 20 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100033627,Preterax 2.5/0.625 mg Tablet 30pcs,Preterax 2.5/0.625 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100033635,Bi-Preterax 5 mg/1.25 mg Tablet 30pcs,Bi-Preterax 5 mg/1.25 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100033791,Oximal 7.5 mg Tablet 30pcs,Oximal 7.5 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100033811,Oximal 15 mg Tablet 30pcs,Oximal 15 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100034152,Fenogal 200 mg Capsule 30pcs,Fenogal 200 mg Capsule 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100601655,Pradaxa 75 mg Capsule 30pcs,Pradaxa 75 mg Capsule 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100601663,Pradaxa 110 mg Capsule 30pcs,Pradaxa 110 mg Capsule 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100602578,Norprolac 75 Mcg Tablet 30pcs,Norprolac 75 Mcg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100606317,Selecta 2.5 mg Tablet 30pcs,Selecta 2.5 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100606325,Selecta 5 mg Tablet 30pcs,Selecta 5 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100606333,Selecta 10 mg Tablet 30pcs,Selecta 10 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100608232,Paroxat 10 mg Tablet 30pcs,Paroxat 10 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100609500,Paroxat 20 mg Tablet 30pcs,Paroxat 20 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100609518,Paroxat 30 mg Tablet 30pcs,Paroxat 30 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100615256,Lipanthyl 145 mg Tablet 30pcs,Lipanthyl 145 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100630069,Sortiva-Fort 100 mg Tablet 30pcs,Sortiva-Fort 100 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100630114,Sortiva 50 mg Tablet 30pcs,Sortiva 50 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100630430,Cordarone 200 mg Tablet 30pcs,Cordarone 200 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100630587,Riacavilol 6.25 mg Tablet 30pcs,Riacavilol 6.25 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100630595,Riacavilol 12.5 mg Tablet 30pcs,Riacavilol 12.5 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100630608,Riacavilol 25 mg Tablet 30pcs,Riacavilol 25 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100630616,Lotense 5 mg Capsule 30pcs,Lotense 5 mg Capsule 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100630691,Adalat-La 30 Mg 30 Tablets,Adalat-La 30 Mg 30 Tablets,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100630704,Adalat-Retard 20 mg Tablet 30pcs,Adalat-Retard 20 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100632460,Vascodipine 5 mg Tablet 30pcs,Vascodipine 5 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100632478,Vascodipine 10 mg Tablet 30pcs,Vascodipine 10 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100632654,Fusix 40 mg Tablet 30pcs,Fusix 40 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100632751,Sortiva-H 50/12.5 mg Tablet 30pcs,Sortiva-H 50/12.5 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100632769,Sortiva-H 100/25 mg Tablet 30pcs,Sortiva-H 100/25 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100632777,Acetab 25 mg Tablet 30pcs,Acetab 25 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100632785,Caduet 10/10 mg Tablet 30pcs,Caduet 10/10 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100632814,Caduet 5/20 mg Tablet 30pcs,Caduet 5/20 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100632822,Caduet 10/20 mg Tablet 30pcs,Caduet 10/20 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100632961,Lorvast 40 mg Tablet 30pcs,Lorvast 40 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100633024,Acetab 50 mg Tablet 30pcs,Acetab 50 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100633075,Lisino 5 mg Tablet 30pcs,Lisino 5 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100633083,Lisino 10 mg Tablet 30pcs,Lisino 10 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100633091,Lisino 20 mg Tablet 30pcs,Lisino 20 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100633121,Amvasc 2.5 mg Capsule 30pcs,Amvasc 2.5 mg Capsule 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100633139,Amvasc 10 mg Capsule 30pcs,Amvasc 10 mg Capsule 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100633155,Amvasc 5 mg Capsule 30pcs,Amvasc 5 mg Capsule 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100633171,Amlor 5 mg Capsule 30pcs,Amlor 5 mg Capsule 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100633420,Coversyl 5 mg Tablet 30pcs,Coversyl 5 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100633438,Coversyl 10 mg Tablet 30pcs,Coversyl 10 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100633462,Amlor 10 mg Capsule 30pcs,Amlor 10 mg Capsule 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100633500,Amlopine 5 mg Capsule 30pcs,Amlopine 5 mg Capsule 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100633518,Vascodipine 2.5 mg Tablet 30pcs,Vascodipine 2.5 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100633622,Natrilix-Sr 1.5 mg Tablet 30pcs,Natrilix-Sr 1.5 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100878371,Glide 3 mg Tablet 30 tab,Glide 3 mg Tablet 30 tab,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100891736,Cupido Tablets 75mg 30 Pcs,Cupido Tablets 75mg 30 Pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100893352,Resova Tablets 10mg 30 Pcs,Resova Tablets 10mg 30 Pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100893379,Resova Tablets 20mg 30 Pcs,Resova Tablets 20mg 30 Pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100907806,Kombiglyze-XR Tablets 5/1000mg 30 Pcs,Kombiglyze-XR Tablets 5/1000mg 30 Pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100907814,Kombiglyze-XR Tablets 5/500mg 30 Pcs,Kombiglyze-XR Tablets 5/500mg 30 Pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100907857,Glim Tablets 6mg 30 Pcs,Glim Tablets 6mg 30 Pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100923531,Prosta-Tab Pr 0.4mg 30 Tablets,Prosta-Tab Pr 0.4mg 30 Tablets,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100948069,Glacera 15mg 30 Tablets,Glacera 15mg 30 Tablets,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100948077,Glacera 30mg 30 Tablets,Glacera 30mg 30 Tablets,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100965871,Trajenta 5 mg 30 Tablets,Trajenta 5 mg 30 Tablets,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100983622,Sartan 50mg 30 Tablets,Sartan 50mg 30 Tablets,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100994401,Agout 40mg 30 Tablets,Agout 40mg 30 Tablets,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100994410,Agout 80mg 30 Tablets,Agout 80mg 30 Tablets,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101002937,Onglyza 2.5mg 30 Tablets,Onglyza 2.5mg 30 Tablets,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101002945,Duodart 0.5/0.4mg 30 Capsules,Duodart 0.5/0.4mg 30 Capsules,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101038251,Normalix SR 1.5 mg 30 Tablets,Normalix SR 1.5 mg 30 Tablets,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101043931,Diamicron-Mr 60 mg 30 Tablet,Diamicron-Mr 60 mg 30 Tablet,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101059159,Glados 15 mg 30 Tablet,Glados 15 mg 30 Tablet,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101059167,Glados 30 mg 30 Tablet,Glados 30 mg 30 Tablet,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101059175,Atorlip 10 mg 30 Tablet,Atorlip 10 mg 30 Tablet,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101059183,Atorlip 20 mg 30 Tablet,Atorlip 20 mg 30 Tablet,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101059301,Sortiva-H 100/12.5 mg 30 Tablet,Sortiva-H 100/12.5 mg 30 Tablet,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101059319,Zolinda 5 mg 30 Tablet,Zolinda 5 mg 30 Tablet,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101059327,Zolinda 10 mg 30 Tablet,Zolinda 10 mg 30 Tablet,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101059335,Zolinda 15 mg 30 Tablet,Zolinda 15 mg 30 Tablet,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101065170,Clogrel Tablet 75 mg 30 Tab,Clogrel Tablet 75 mg 30 Tab,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101068856,Aripex 5 mg 30 Tablets,Aripex 5 mg 30 Tablets,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101068864,Aripex 10 mg 30 Tablets,Aripex 10 mg 30 Tablets,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101068872,Aripex 15 mg 30 Tablets,Aripex 15 mg 30 Tablets,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101068881,Goutex 40 mg 30 Tablets,Goutex 40 mg 30 Tablets,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101068899,Goutex 80 mg 30 Tablets,Goutex 80 mg 30 Tablets,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101074228,Keppra 1000 mg Tablet 30pcs,Keppra 1000 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101074236,Keppra 250 mg Tablet 30pcs,Keppra 250 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101075407,Jardiance Tablets 10 mg 30 Tab,Jardiance Tablets 10 mg 30 Tab,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101075415,Jardiance Tablets 25 mg 30 Tab,Jardiance Tablets 25 mg 30 Tab,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101075423,Invokana Tablets 100 mg 30 Tab,Invokana Tablets 100 mg 30 Tab,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101111033,Alfosin XR 10 mg 30 Tablet,Alfosin XR 10 mg 30 Tablet,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101111121,Glucare XR 750 mg 30 Tablet,Glucare XR 750 mg 30 Tablet,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101111156,Glucare XR 500 mg 30 Tablet,Glucare XR 500 mg 30 Tablet,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101118702,Vales 250 mg 30 tablet,Vales 250 mg 30 tablet,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101118711,Vales 500 mg 30 tablet,Vales 500 mg 30 tablet,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101118729,Vales 1000 mg 30 tablet,Vales 1000 mg 30 tablet,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101121371,Predo 5 mg 30 Tablets,Predo 5 mg 30 Tablets,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101121389,Predo 25 mg 30 Tablets,Predo 25 mg 30 Tablets,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101122103,Epitam 250 mg 30 tablets,Epitam 250 mg 30 tablets,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101122111,Epitam 500 mg 30 tablets,Epitam 500 mg 30 tablets,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101122120,Epitam 750 mg 30 tablets,Epitam 750 mg 30 tablets,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101122171,Quetal XR 200 mg 30 tablets,Quetal XR 200 mg 30 tablets,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101122189,Quetal XR 300 mg 30 tablets,Quetal XR 300 mg 30 tablets,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101122218,Pranza ODT 10 mg 30 tablets,Pranza ODT 10 mg 30 tablets,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101146201,Claz MR 30 mg 30 Tablets,Claz MR 30 mg 30 Tablets,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101163968,Tenoryl 5 mg 30 Tablets,Tenoryl 5 mg 30 Tablets,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101164987,Tenoryl 10 mg 30 Tablets,Tenoryl 10 mg 30 Tablets,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101172266,Olenza 10 mg 30 Tablets,Olenza 10 mg 30 Tablets,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101172274,Olenza 15 mg 30 Tablets,Olenza 15 mg 30 Tablets,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101173955,Olenza 5 mg 30 Tablets,Olenza 5 mg 30 Tablets,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101212301,Ozapin 5 mg 30 Tablet,Ozapin 5 mg 30 Tablet,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101212310,Ozapin 10 mg 30 Tablet,Ozapin 10 mg 30 Tablet,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101212344,Benzaflex 5 mg 30 Tablet,Benzaflex 5 mg 30 Tablet,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101212352,Benzaflex 10 mg 30 Tablet,Benzaflex 10 mg 30 Tablet,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101225356,Duetact 30/2 mg 30 Tablets,Duetact 30/2 mg 30 Tablets,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101225364,Duetact 30/4 mg 30 Tablets,Duetact 30/4 mg 30 Tablets,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101225891,Formit Xr 750 mg 30 Tablets,Formit Xr 750 mg 30 Tablets,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101225903,Lipicure 10 mg 30 Tablets,Lipicure 10 mg 30 Tablets,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101225911,Lipicure 20 mg 30 Tablets,Lipicure 20 mg 30 Tablets,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101225920,Lipicure 40 mg 30 Tablets,Lipicure 40 mg 30 Tablets,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101228371,Stalevo 200/50/200 mg - 30 Tablets,Stalevo 200/50/200 mg - 30 Tablets,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101228451,Setapro 10 mg 30 tablets,Setapro 10 mg 30 tablets,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101231633,Levetam XR 500 mg 30 tablets,Levetam XR 500 mg 30 tablets,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101231641,Quetta XR 200 mg 30 tablets,Quetta XR 200 mg 30 tablets,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101231650,Quetta XR 300 mg 30 tablets,Quetta XR 300 mg 30 tablets,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101231668,Quetta XR 400 mg 30 tablets,Quetta XR 400 mg 30 tablets,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101231676,Zementa 10 mg 30 tablets,Zementa 10 mg 30 tablets,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
